a 3.50524169831 3.54638564378
b 10.3241634144 3.01259379206
c 12.0093808001 7.6165485132
d -99.0 -99.0
e 16.4157807852 6.84922272637
f 20.9711894655 3.4129376808
g 23.3233981532 0.143462588854
h 23.3229112001 9.41895573473
i 20.52416338 19.8937611029
j 11.4772068888 18.0588516127
k 1.49362431379 29.1016705454
l 6.07031995053 31.4370098967
m 23.5575546741 31.3035619337
