6.000100000000000364e+03 0.000000000000000000e+00
6.000200000000000728e+03 9.884883808256534898e-01
6.000300000000001091e+03 9.883710700598409282e-01
6.000400000000001455e+03 9.881013948226505805e-01
6.000500000000001819e+03 9.877403068301252587e-01
6.000600000000002183e+03 9.873676454154277637e-01
6.000700000000002547e+03 9.870860134456990176e-01
6.000800000000002910e+03 9.869528508213315510e-01
6.000900000000003274e+03 9.870298987166330473e-01
6.001000000000003638e+03 9.872956150848561929e-01
6.001100000000004002e+03 9.877243898704571867e-01
6.001200000000004366e+03 9.882629833682313736e-01
6.001300000000004729e+03 9.888480276219965281e-01
6.001400000000005093e+03 9.894184639057511665e-01
6.001500000000005457e+03 9.899128160087612427e-01
6.001600000000005821e+03 9.902524165605599560e-01
6.001700000000006185e+03 9.903592695054858064e-01
6.001800000000006548e+03 9.901222659660252612e-01
6.001900000000006912e+03 9.892764818584073305e-01
6.002000000000007276e+03 9.876108940871133335e-01
6.002100000000007640e+03 9.845413981374894208e-01
6.002200000000008004e+03 9.796562024764394749e-01
6.002300000000008367e+03 9.723640003182610902e-01
6.002400000000008731e+03 9.621976386412327553e-01
6.002500000000009095e+03 9.494674019326814207e-01
6.002600000000009459e+03 9.345900508420519337e-01
6.002700000000009823e+03 9.193764589376030028e-01
6.002800000000010186e+03 9.059197221110260045e-01
6.002900000000010550e+03 8.965734651090040419e-01
6.003000000000010914e+03 8.929020666094110714e-01
6.003100000000011278e+03 8.962842559785187957e-01
6.003200000000011642e+03 9.053446449075657210e-01
6.003300000000012005e+03 9.190843928406298158e-01
6.003400000000012369e+03 9.346569596412970249e-01
6.003500000000012733e+03 9.499937287205756364e-01
6.003600000000013097e+03 9.632484997918662195e-01
6.003700000000013461e+03 9.738164858290603298e-01
6.003800000000013824e+03 9.811358953930996440e-01
6.003900000000014188e+03 9.860719428729016744e-01
6.004000000000014552e+03 9.889665495842362430e-01
6.004100000000014916e+03 9.905581960114369089e-01
6.004200000000015280e+03 9.913103499108518735e-01
6.004300000000015643e+03 9.915178433722037221e-01
6.004400000000016007e+03 9.914124420552392625e-01
6.004500000000016371e+03 9.910279155373858950e-01
6.004600000000016735e+03 9.903731050765979260e-01
6.004700000000017099e+03 9.893567483858635159e-01
6.004800000000017462e+03 9.878512868701447847e-01
6.004900000000017826e+03 9.857866531033033786e-01
6.005000000000018190e+03 9.830195585397135671e-01
6.005100000000018554e+03 9.797302692278443415e-01
6.005200000000018917e+03 9.761226956805654220e-01
6.005300000000019281e+03 9.726651074335689318e-01
6.005400000000019645e+03 9.698304442278323778e-01
6.005500000000020009e+03 9.681673587278660786e-01
6.005600000000020373e+03 9.677775497694325324e-01
6.005700000000020736e+03 9.688415130345923165e-01
6.005800000000021100e+03 9.708889100616954204e-01
6.005900000000021464e+03 9.735622807731675321e-01
6.006000000000021828e+03 9.763727117821638934e-01
6.006100000000022192e+03 9.789862383162796222e-01
6.006200000000022555e+03 9.811162240925948019e-01
6.006300000000022919e+03 9.827044318969521131e-01
6.006400000000023283e+03 9.835655079677856349e-01
6.006500000000023647e+03 9.835910666766808363e-01
6.006600000000024011e+03 9.825841344880275052e-01
6.006700000000024374e+03 9.802746919649005797e-01
6.006800000000024738e+03 9.766964342636743623e-01
6.006900000000025102e+03 9.716930684168501031e-01
6.007000000000025466e+03 9.656957643721301165e-01
6.007100000000025830e+03 9.589471625581139635e-01
6.007200000000026193e+03 9.518029351613512823e-01
6.007300000000026557e+03 9.444272744194057712e-01
6.007400000000026921e+03 9.367200617727656775e-01
6.007500000000027285e+03 9.285417766546568696e-01
6.007600000000027649e+03 9.196768367383876264e-01
6.007700000000028012e+03 9.102710870932126941e-01
6.007800000000028376e+03 9.006353399810399507e-01
6.007900000000028740e+03 8.913140583643633930e-01
6.008000000000029104e+03 8.827209545420002801e-01
6.008100000000029468e+03 8.754658054807009648e-01
6.008200000000029831e+03 8.697479434686818944e-01
6.008300000000030195e+03 8.663022533950546222e-01
6.008400000000030559e+03 8.658842356947055174e-01
6.008500000000030923e+03 8.692142339944920471e-01
6.008600000000031287e+03 8.772736074039141352e-01
6.008700000000031650e+03 8.893797367876314919e-01
6.008800000000032014e+03 9.050954123574628252e-01
6.008900000000032378e+03 9.223526610396751702e-01
6.009000000000032742e+03 9.394364019752802220e-01
6.009100000000033106e+03 9.545984592315475137e-01
6.009200000000033469e+03 9.670980090224943204e-01
6.009300000000033833e+03 9.762073983409322864e-01
6.009400000000034197e+03 9.826896303161509749e-01
6.009500000000034561e+03 9.868209610822407107e-01
6.009600000000034925e+03 9.894157733157132872e-01
6.009700000000035288e+03 9.909926522204272059e-01
6.009800000000035652e+03 9.919238031948119927e-01
6.009900000000036016e+03 9.924975206977755260e-01
6.010000000000036380e+03 9.927980943935851288e-01
6.010100000000036744e+03 9.929211695700176366e-01
6.010200000000037107e+03 9.928838665291535026e-01
6.010300000000037471e+03 9.927379950233818917e-01
6.010400000000037835e+03 9.925417328451326959e-01
6.010500000000038199e+03 9.923606786332239693e-01
6.010600000000038563e+03 9.922484135361837598e-01
6.010700000000038926e+03 9.922507746979154497e-01
6.010800000000039290e+03 9.923556578404397754e-01
6.010900000000039654e+03 9.925285707517341738e-01
6.011000000000040018e+03 9.926875175455475153e-01
6.011100000000040382e+03 9.927444657407470396e-01
6.011200000000040745e+03 9.925476566318586213e-01
6.011300000000041109e+03 9.920088426281373772e-01
6.011400000000041473e+03 9.909472265678125336e-01
